题目,朝代,作者,内容,来源,词牌
"清平乐 追题母亲五十六岁小象。母最喜吃珍珠米与糟烧鲫鱼","当代","金问泗","儿归万里。阿母真欢喜。遗影重瞻思往事。绕膝晨昏有几。蒸来玉黍珠圆。烹来鲜鲫糟煎。即使今朝侑祭，何如当日陪餐。","Werneror",""
"鹊桥仙 其一 盆中海棠四季著花，用先君子韵赋此殿集","当代","金问泗","盆泥好护红丝嫩。守二十四番风信。城南工部，句待东坡续，却惹香唇问。虽然厄逭流年闰。奈未许、胭脂长润。鬓残钗堕，老去谢三娘，黄四尤赍恨。","Werneror",""
"鹊桥仙 其二 盆中海棠四季著花，用先君子韵赋此殿集","当代","金问泗","昆池火起飞灰厚。酒未醒、钧天先奏。花萎花发，看了只寻常，镇日窗边守。填词亦有廿年久。敢妄比、曝书亭叟。吾妻并录，付印有三儿，展卷宜添寿。","Werneror",""
"如此江山 胜利还京之翌年五五节，政府人员齐集中山陵，举行还京献捷典札，猗欤盛哉，油然有作","当代","尹文敬","凯歌声里陵前路。衣冠济济如许。缓带将军，列侯开府，左右两行鹓鹭。猗欤盛举。只满地疮痍，流民孤露。陵里中山，不知他是喜是怒。金汤漫说雄固。纵长江天堑，投鞭可渡。萁豆相煎，阋墙未已，难料谁赢谁负。君休酣舞。君不见兰成，当年哀赋。如此江山，要有人撑住。","Werneror",""
"忆江南 其一 时客迤东，苦忆昆明而作","当代","梅绍农","昆明好，佳致翠湖多。袅袅柳丝摇月夜，田田荷叶弄清波。风送采莲歌。","Werneror",""
"忆江南 其二 时客迤东，苦忆昆明而作","当代","梅绍农","昆明好，城北卧螺峰。四面晴岚山色丽，万家烟霭夕阳红。摩碣吊英雄。","Werneror",""
"忆江南 其三 时客迤东，苦忆昆明而作","当代","梅绍农","昆明好，海上大观楼。芳草绵芊铺软径，波花安稳送轻舟。渔唱起沙鸥。","Werneror",""
"忆江南 其四 时客迤东，苦忆昆明而作","当代","梅绍农","昆明好，古寺数昙华。陌上踏青春似绣，花前浮白脸飞霞。馀兴话桑麻。","Werneror",""
"忆江南 其五 时客迤东，苦忆昆明而作","当代","梅绍农","昆明好，有女貌如花。雪里芙蓉娇模样，枝头豆蔻好年华。珍重泛仙槎。","Werneror",""
"忆江南 其六 时客迤东，苦忆昆明而作","当代","梅绍农","昆明好，月色满长街。几年清歌连永夜，一天凉露湿春鞋。车去暗香来。","Werneror",""
"忆江南 其七 时客迤东，苦忆昆明而作","当代","梅绍农","昆明好，食品最堪夸。如指青葱加白酱，卷心嫩菜好黄芽。淡泊野人家。","Werneror",""
"蝶恋花 子华卧病，填“一叶落”小令见示，以此词寄而慰之","当代","梅绍农","底事匆匆悲落叶。小令清声，怎便成凄咽。今夜疏星半明灭。翠楼入梦相思切。似听高歌声烈烈。仿佛蒲牢，怒吼汗炼铁。朱颜掩映盈颠雪。","Werneror",""
"菩萨蛮 丁巳自冬狙夏，绝无雨泽，填小词记之","当代","梅绍农","罡风烈日临端午。长空断绝丝丝雨。旱魃已成灾。甘霖望不来。山间松叶落。枝上鸟声渴。夺水村人喧。新秧瘦可怜。","Werneror",""
"金缕曲 子华居京师日曾蓄虎皮鹦鹉一对，近由其女托人寄滇，缘作此调咏之。","当代","梅绍农","虎皮呼鹦鹉。喜双双、飘来北国，解君愁苦。晚翠楼中清客在，月夕花晨共数。忆往昔、春灯儿女。万里旋滇人渐老，正无聊、又听珍禽语。彩云下，珠还浦。燕山鸟爱燕山路。乍南游、昆华初到，翩翩难舞。鸟慰君时君慰鸟，应把春光欢度。休似我、萧然环堵。往日芙蓉今日梦，恨名花、早被罡风妒。鹦鹉伴，莫凄楚。","Werneror",""
"沁园春 和载庵兄花朝螺峰看花之作，未步原韵","当代","梅绍农","春到螺峰，暖入园林，恰是花朝。看浓荫道上，翩翩俊侣，海棠畦畔，簇簇红潮。三五亭台，栏干倚遍，领略风光一片娇。倾耳听，怪春城十里，怎避尘嚣。龙钟白发飘萧。却拄杖登临兴致高。仿文章华国，湖山焕彩，英豪倍出，喜上眉梢。诗酒招邀，霜毫挥处，朵朵笔花随意飘。天将暮，见花明柳暗，倦鸟归巢。","Werneror",""
"忆江南 壬戌双十节，承荔侄女以小册索书，填此令予之。","当代","廖仲恺","江南忆，十一载今朝。画角吹残珠海月，战云荡漾汉江潮。人尽识天骄。","Werneror",""
"一斛珠 壬戌岁暮，张君星羽赴福州谒许总戎，为陈炯明说合，值余于旅次，因出所购张子祥花鸟画幅索题，赋此寄意","当代","廖仲恺","夜来风雨。一枝依旧繁华去。红情绿意聊将与。剩水残山，犹有双栖处。逐浪随波朝复暮。夭桃也自含羞顾。借问惜深深几许。七七成行，梦里还痴语。","Werneror",""
"贺新郎 题大兄忏庵主人粤讴解心稿本","当代","廖仲恺","讽世依盲瞽。一声声、街谈巷话，深然成趣。香草美人知何托，歌哭凭君听取。闻复瓿、文章几许。瓦缶繁弦齐竞响，绕梁间、三日犹难去。聆粤调，胜金缕。曲终奚必周郎顾。且仿来，蛮音鴃舌，痴儿騃女。廿四桥箫吹明月，那抵低吟清赋。怕莫解，天涯凄苦。手抱琵琶遮半面，触伤心、岂独商人妇。珠海夜，漫如故。","Werneror",""
"采桑子 丁香盛开，聊填一阕，以念家乡","当代","张恨水","家住深巷无人到，树寄青青。花缀亭亭。深夜微闻桂子馨。书窗记得娇模样，一树青青。一样亭亭。梦里山河隔画屏。","Werneror",""
"摊破浣溪沙 其一 某君出京，怆然有感，填此送之","当代","张恨水","呜咽清波出御沟。春明杨柳减风流。一样天涯怨摇落，莫登楼。红叶不禁风雨恶，黄花相向暮云愁。欲诉相思谁解得，不如休。","Werneror",""
"摊破浣溪沙 其二 某君出京，怆然有感，填此送之","当代","张恨水","断雨飘风燕子斜。清凄时节去京华。明日骄骢驻何处，白云遮。残梦初回杨柳举，秋魂遥寄海棠花。留得断肠人一个，在天涯。","Werneror",""
"蝶恋花 夏历四月二十三初度前一夕","当代","张恨水","帘钩响动伊来到。屈指沉思，灯下低声道。明日如何消遣好。良辰千万休烦恼。原来生日浑忘了。客里年华，多谢伊关照。我自伤心还一笑。伤心不要伊分晓。","Werneror",""
"西江月 别一体。借花间集于成子蕃太守","当代","梅际郇","别泪半襟红雨，狂吟满案青山。几曾留意到花间。恰被流莺、说破晓春寒。省竹归来多暇，摊书坐久无欢。乍闻锦字说团栾。欲向东风、借取倚云看。","Werneror",""
"八声甘州 秋感，和归安宗伯，用屯田韵","当代","王乃徵","荡愁襟、付酒黯西风，萧萧又逢秋。最天低衰草，云黄远碛，笛怨高楼。柳悴吟蝉竞响，夕照不曾休。霜菊寒无语，依媚泉流。甚事天涯羁旅，惯逝波易纵，逆棹难收。觑归鸿寥阔，残映几星留。溯回风、兰摧芷变，慨夜行、何地卜藏舟。残春梦，再凝思处，泪染醒眸。","Werneror",""
"年游","当代","雷履平","娇花宠柳惹流连。小队凤城边。绮陌行歌，江浔藉卉，胜赏记当年。重来又是春三后，花柳遣相干。泽畔孤吟，扁舟独载，光景未荒寒。","Werneror",""
"满宫花 禁酒中作","当代","邵祖平","禁酒时，天与闷。破睡茶烟绕鬓。少年何处觅春心，携榼花丛柳阵。乍脱青山思酒病。襟上杭州香喷。不眠特地为关卿，蟹眼瓶笙谁问。","Werneror",""
"荔支香近","当代","邵祖平","夜听巴童，凄楚歌舷尾。长年黄帽传呼，轻笑盘涡水。愁眉不展，西山染黛苍烟里。难倩新蟾，轻钩坠欢起。沙户觜舞，飘夜灯如醉。倦旅心情，孤负酒香红被。怜惜深深婉意。记得出门际。换了悄然含泪。","Werneror",""
"万年欢 瞿禅自沪渎寓，书诵后村词云：但可常留相见面，不宜轻屈平声膝。意指东南名士不恤败节者，读之喟感，赋寄此调","当代","邵祖平","蜃气嘘云，鳄腥翻海，绮窗惊看蛟涎。軿驾麻姑，曾记三变桑田。妩媚词人未老，比希真，渔笠飘圆。凭珍重，此膝生平，好留见面依然。鸾笺鲗墨，步趁天阙，相哀窈窕，共惜才贤。宛转柔肠千结，对泪潺湲。青鸟西飞，万里几人传。密爱缠绵。伤情处，明月江心，过船商妇调弦。","Werneror",""
"高阳台 立春日吴良凤莫先秀二女士见过。","当代","邵祖平","微雨催花，轻阴笼草，萧斋嫩约盈盈。剪彩芳菲，旧时钗燕飘迎。高门谁送青丝菜，白玉盘，冷对红鹦。但题词，暗诉离愁，伴写春声。残山剩水远乡梦，忆风沙北国，罗绮吴城。似水年华，重逢小市张灯。桃花任暖思归眼，仗柳绵，莫诉飘零。待消忧，共发兰舟，直到金陵。","Werneror",""
"一萼红 岁除前三日微雪初飘，招呼媛彦消寒市肆中，煮茗替酒","当代","邵祖平","古渝郊。有鸳鸯病热，微雪未曾飘。年尽三朝。六花数朵，峭寒凝锁梅梢。自新来山城禁酒，觅茶伴，街肆且消摇。听汲铜瓶，报鸣蝇鼎，也胜吹箫。南彦北媛同到。抱离愁阅日，几更嫖姚。乌帽栖尘，罗衣著破，谁羡行卷诗饶。好比他西川工部，叹淹滞，思放浙江舠。不怕巫峰路阻，拟弄归潮。","Werneror",""
"水调歌头 旧腊将尽，旅况萧寥，戏为俳体词自嘲","当代","邵祖平","岁晚貂裘敝，寥落古渝州。仰瞻行在，都宇巍阙恋梁牟。禁酒难成牛饮，作赋未逢狗监，秃尽笔如丘。何取万言策，莫散一家愁。佔香港，陷吕宋，下星洲。皙肤碧眼，逐步撤退也堪羞。惟我中华耐战，湘北散衷倭甲，扫地誓摧仇。教授穷犹喜，白墨可充筹。","Werneror",""
"莺啼序 除夕雪中同叔傥南开大学赏梅，晚就中大国文系诸同学沙龙饭店饯岁。感远念近，辄倚此调，步梦窗原韵","当代","邵祖平","征车久摇倦梦，送韶华似水。挟文侣，游目山城，飞霙争妒梅蕊。皓素积，一庭弄晚，迷茫似惜瑶华坠。有蛾绿。窥近红妆，渐惹春思。赴壑修鳞，共喜竞挽，羡莘莘学子。趁灯上，除夕筵开，履端芳讯将至。仗青衿，新欢鼓舞，岸微髭，皋比笑指。暗思量，醲炙登盘，倍珍佳意。依依饯岁，战士长辛，凯歌挂梦寐。劳闺阁，稿砧望切，镜听偷卜，屡换罗衣，洒残红泪。家山歌忆，奚囊何在，渔竿应被，猿猴把走，黄尘皂帽秋容悴。青毡冷落，伤心阿对泉清，井渫犬豕圈里。西来避难，掇拾清晖，上大峨揽翠。更远动，看山双屐，吊古青城，访胜彰明，谪仙呼起。中岩古刹，青连慈姥，苍烟明镜沉秀影，上三峰，鸾啸诸天倚。诗篇亲记飘零，直待还京，恨收故纸。","Werneror",""
"解语花 壬午元夜月色为风雨所败，山城寂冷，追忆曩年广州灯市之盛，怅然赋此","当代","邵祖平","微云澹汉，梦雨飘窗，风送江声冷。素娥窥镜啼妆浅，隐约漾光不定。吴斤漫引。伤一片，河山碎影。春已来，忘了安排，闹市烧灯信。犹记羊城旧令。任鱼龙翔户，幡胜穿径。粉香成阵裳衣窄，共逞沸天箫咏。而今倚枕，谁肯问，沈腰潘鬓。清夜迢，心到君家，悬辘轳金井。","Werneror",""
"小梅花 贺方回此调意态横逸，音节票姚，继声学步，不能有似万一也","当代","邵祖平","射虎手。雕龙口。洞门累累丧家狗。岸头巾。走风尘。不知邓禹笑我为何人。循环更迭遵何道。春要花开春亦老。卖痴颠。不值钱。文字饥来可煮者几千。酹北斗。赵颜寿。受命于天莫须有。意幡然。兴翩然。割烹伊尹宁肯直如弦。高楼西北杞梁曲。泪洗红妆悲别促。恨韶光。念沧桑。方叔平生难解用其长。","Werneror",""
"浣溪沙 静庵招鹰若持生及余会于南园花池畔，分韵得莺字","当代","邵祖平","胜缔临河祓禊盟。破柑酌茗坐班荆。夭桃倚笑脸霞横。乳燕渐开双剪影，垂杨解斗两眉情。几时林下听新莺。","Werneror",""
"八声甘州 同仲霞寿祖看花杨园，谢主人置酒","当代","邵祖平","望青山，十里落遥天，烟光染朝晴。渐新鸦调翅，娇莺调舌，垂柳调情。看竹徽之共到，倦梦濯云醒。穿径惊尨吠，花院棋声。禁酒欣逢开盏，怕海棠消瘦，独困春酲。覆池塘鸳小，茭叶锁幽萍。午风熏，桃腮留酽，妒牡丹，摇佩倚栏楹。端忧客，仗词篇写，吟与愁听。","Werneror",""
"瑞龙吟 拟招溪隐社诸子磐溪春游，次美成韵","当代","邵祖平","磐溪路，还见荡桨春波，亚墙花树。年年书客飘蓬，啸歌驻赏，权宜是处。漫凝伫。应恨杏钿无几，绿深门户。山桃子结风前，催归唤起，依窗弄语。扶梦佳期堪到，洗樽携茗，青衫尘舞。聊遣对吟岚光，非藉训故。园林露浥，相和花间句。都强似，东门帐饮，中庭微步。瘴醒蛮烟去。清明惯有，伤春旧绪。游女抛针缕。肠断稳，人家穿帘红雨。谢桥敛迹，莫窥萍絮。","Werneror",""
"蓦山溪 花朝集磐溪石氏，因以百花重朝磐溪春游八字分韵，予拈得此解，次芦川韵","当代","邵祖平","花朝开霁，万卉欣生色。秀靥上蔷薇，怕逗露，清和消息。及时行乐，看取杜秋诗，无花折。折枝归，一夜头堪白。二三吟侣，佳句如烟积。背锦倩奚奴，简春风，难分主客。新茶碧乳，玉椀汲溪深，踞盘石。倚危亭，巾垫无人识。","Werneror",""
"木兰花慢 访澄宇秀园伉俪南温泉楼居，承设馔，并视所著黄山揽胜集","当代","邵祖平","海泉栖隐处，携短杖，问双清。正竹翠分窗，松涛泻槛，蕉叶书楹。相迎。玉儿爱女，诵佳词，倒水出银瓶。险韵新诗互唱，扶头小睡还营。开罂。鲂美旧知名。滇脯割腴精。叹共逢国恤，竟烦揎袖，调制鲜烹。堪惊。画眉旧官，暗移来，黄海万峰青。仙侣楼居意稳，都忘蛮触纷争。","Werneror",""
"临江仙 花溪春夜泛月，赋呈翰叔琴轩佩秋","当代","邵祖平","饮散扶头思睡，唤来轻艇穿烟。槐花香上帽檐边。夜萤戏火乱，春雁背沙旋。万绿倩扶残梦，落红吹入新篇。清溪皓月向人圆。南泉幽绝处，莫放棹歌前。","Werneror",""
"鹧鸪天 南泉游归，访行严丈南岸黄山，夜同踏月","当代","邵祖平","乍浣清溪小涨还。又来江上看黄山。鹃啼万井三春迅，尘拂长松小径閒。茶味酽，夜灯欢。客愁何处更相关。中庭淡月朦胧在，踏碎春冰不解寒。","Werneror",""
"倾杯乐 壬午清明赋一百六字，黯然欲愁矣","当代","邵祖平","猛雨判花，怒蛙鸣涨，春光泻半。正池沼泛青萍，细溯红鸳远。三巴魂断。杜鹃啼起高楼，恨钻新榆火，万井千家炊爨。何时祭扫也，拜先茔贡馔。叹赣水萦愁一片。问地下伤春宁念乱。搅洋海，鲸鳄波翻，简戟旌旗满眼。去异种畲刀自剡。求非子泽浦何拣。愧揽辔，余笔砚，兜鍪莫换。","Werneror",""
"百字令 辟疆枉赠此调，且坚异日同归之约，次韵和答，兼叙旧事","当代","邵祖平","闲情遥集，记年时，秦赘花前俦侣。一笑蹇修，烦作理，云驾丰隆谁数。别母心怀，随郎故事，散客如飞雨。镜台犹是，翠尊难觅新句。年暮专壑荆公，望乡流泪，爬向章江去。归计吾侪终可就，待卷珠帘南浦。虹贯沧江，鹤分清俸，商略同行住。背暄春雁，因何先满沙路。","Werneror",""
"一丛花 案头破胆瓶插蔷薇剪春罗花，转见妩媚","当代","邵祖平","胆瓶缺裂似封泥，斑驳古痕滋。明窗位置无多好，吞红泪，还养蔷薇。冶叶渐抛，浓香尚在，抬面要新词。剪春罗带自萦持。回首恨颦眉。词心拣尽吴王茧，几人得，牢系相思。深惜艳妆，教移玉镜，更向镜中窥。","Werneror",""
"月边娇 同圭璋持生南园赏白杜鹃花，约同赋此","当代","邵祖平","宫粉妆春，望竞挂瑶簪，天然娇鬓。映阶月淡，吹寒角怨，才识此花心影。衣裳缟素，问秀韵，谁争端正。宣城见后，更听取，三巴声迸。未还词客哀时，纻衫尘满，白华思永。罢弹银甲，细飞梦雨，邀赋玉台新咏。吴霜点镜，且饮水，旗枪烹茗。明朝再到，怕雪残堆径。","Werneror",""
"陌上花 上巳渝州阙修禊雅事，寄讯得天肇唐中漠诸兄成都次蜕岩韵","当代","邵祖平","封书寄远。依依羁思，又逢春晚。絮舞鹃啼，新绿怅笼池馆。欲知别后愁深浅，小令慢词无断。向乌丝界泪，红笺传恨，旧游云散。忆江南禊日，飞觞坐赏，芍药丁香相半。不管轻寒，斗鸭曲阑偎暖。草堂尚有联吟地，欲问锦江鱼雁。但三巴处处，巢居殊俗，傍河还懒。","Werneror",""
"临江仙 陈星伯属题万千一室填词图，即以赤城旧句发端","当代","邵祖平","四海十年兵不解，锦城弦管纷纷。花间才调旧知闻。闲愁飘别雨，幽梦锁巫云。忽忆蘅皋三月暮，江南何限芳尘。断肠句里谱深颦。桐阴迎夏簟，竹露滴秋根。","Werneror",""
"高阳台 乙酉上巳禊集武侯祠水榭，感时事，约会者同赋","当代","邵祖平","翠柏森虬，雕梁并燕，妍春细数花须。羽扇谁挥，碧瓯芳榭相娱。家山久隔棠梨笑，渍酒痕，怕检裙裾。乍重三，临水难欢，揽蕙堪吁。春阴正黯芳菲节，听啼鹃万里，孤馆愁余。报拆秋千，后园草满金铺。罗衣著破前香在，盼东风，再携红氍。待殷勤，说与相思，锦水双鱼。","Werneror",""
"凤栖梧 手种雪山大豆作花，初开则轻红未消，已放则一白早露，孙花翁梅边语妙，可以同证矣。欣然赋此","当代","邵祖平","斩竹编篱龙子怒。蔓似青蛇，叶作青鸾舞。小萼微红唇巧注。悬尖轻碾莲花步。仙种雪山移老圃。巧斲冰纹，一白还呈露。未落香萁容屡顾。闲吟如绕塘边树。","Werneror",""
"渡江云 钟钟山顷来成都，即将有峨眉乌尤之行，茗叙江楼，缅怀西湖旧游，不胜叹怅，赋此以为迎饯","当代","邵祖平","雪山萦浅白，锦江水满，风起浪花粗。一楼烟景秀，客趁清和，芳草动轮蒲。枇杷门巷，浣香笺写韵清姝。记当年，闲眠画舫，春雨听潇疏。翛如。飘髯八座，皱面涨湖。话前尘风絮。喜远揽，峨眉天秀，尔雅精庐。西湖十载浑疑梦，乍相逢，难尽欢娱。舟又动，临流深羡潜鱼。","Werneror",""
"解佩令 培风楼诗重版，写新稿附刊，次竹垞自题词韵，以发知友一笑","当代","邵祖平","峨眉游赏，巴歈啸咏。听乡音，儿女都忘尽。行卷苍凉，大半是，伤春畸恨。更争赢，一双蓬鬓。非关才调，不求家数，喜温柔性情相近。新稿徵刊，便除扫，南山筠粉。笑诗寒，发财无份。","Werneror",""
"东风第一枝 癸巳秋闱报罢，无聊中，以诗画遣兴，偶画落梅小幅，并填长调。","当代","张崇光","月炼魂幽，霜欺骨傲，孤标如许清尚。虬枝积雪销融，蝶瓣随风荡飏。回旋舞处，正仿佛、飞琼相像。况春风、开落年年，空色本来幻相。落梅曲，江城尔唱。飞絮恨，溷茵我怅。盟心石上三生，落魄山中一样。知心尔我，管尘外，孤芳谁赏。念来年、乞得春先，开向百花头上。","Werneror",""
"满庭芳 次夜，携佩仙女郎偕诸君饮珊洲。","当代","张崇光","香国寻欢，兰桡泛月，海珠游冶经年。珊瑚洲畔，今又醉花筵。酒绿灯红满座，风吹下，环佩飞仙。温存处，多情忒杀，调笑倚香肩。堪怜。何况又、春融脸雪，秋亸鬟烟。便珠娘娇小，能否争妍。只我风怀老尽，争不禁，也为情颠。柔乡好，今宵拼醉，扶醉抱花眠。","Werneror",""
"张学良词 临江仙·赠于凤至","当代","张崇光","古城相亲结奇缘，秋波一转消魂。千花百卉不是春。厌倦粉黛群，无意觅佳人。芳幽兰挺独一枝，见面方知是真。平生难得一知音。愿从今日始，与姊结秦晋。","Werneror",""
"钗头凤 长影演员剧团翻译片演员来我省演出古装话剧《钗头风》，真挚动人，前朝事感愤于心，未计工拙，试以放翁原调赋之","当代","赵扬","春如醉。人憔悴。伤心最是沈园会。发难结，情难绝，毕生遗恨，新词一阕。劫。劫。劫。居失蕙。朝有桧。满腔悲愤千行泪。胡未灭，人长别，秋风铁马，断云残月。缺。缺。缺。","Werneror",""
"水调歌头 中秋前三日干丞眷属到延戏赠","当代","吴禄贞","今夕是何夕，昂首望青天。彷佛月华桂府，偏对我重圆。回首乡关何处，叹我频年戎马，飞梦度关山。且莫悲离别，携手话辛酸。剪不断柔情，一夜无眠。长途万里重相逢，恨海难填。只说封侯夫婿，那识光阴似水，却又去无还。但愿常相聚，明月共婵娟。","Werneror",""
"齐天乐 暮春三月，春光骀荡，清华园之西客厅，玉梅两株，红艳照人，主人吴雨僧先生自欧洲倦游归来，新治旧居，夜张高宴于花侧，平伯、石荪先成诗词，余亦继赋","当代","浦江清","东风绿遍垂杨缕，芳草最怜人意。客梦莺呼，吟情燕惜。栏角池平春水，红梅似洗。看两树胭脂。对凝妆泪，谁借银镫，琼筵一夜赌诗思。主人频劝酌酒，道醉来莫问，今是何世。鹃血关河，笳声草木，愁煞江南游子。天涯倦矣。怕酒入愁肠，更添憔悴。独掩芳樽，销魂花影里。","Werneror",""
"沁园春 昆明黑龙潭王瞻岩宅曲叙感赋，同会者杨荫浏、王瞻岩、陈盛可、陶光、张充和","当代","浦江清","漫客天涯，如何不归。归又何为，向华山昆水，暂留我住，碧鸡金马，住亦堪悲。惟遣高歌，欣逢旧雨，心逐梁尘相伴飞。忘情处，命玉龙哀笛，著意狂吹。古今多少情痴。想小玉丽娘信有之。叹消魂桥畔，牡丹亭下，琅玕刻遍，谁会相思。一曲霓裳，凄凉九转，劫后河山满眼非。承平梦，望吴宫燕阙，早感黍离。","Werneror",""
"齐天乐 光绪丙辰题蒋淡缘东坡画像","当代","徐绍桢","别公八百余年矣，相逢可怜无语。落落星球，茫茫维度。不识公来何处。中原如故。又赤壁秋风，苏堤春雾。孤鹤南飞，大江日夜东流去。记否六如亭畔，有凄凄芳草，如泣如诉。画手何人，须眉大好，少个神仙旧侣。莫谈儿女，便经济文章，也成辜负。买得新丝，为公重绣谱。","Werneror",""
"念奴娇    民国戊午残腊，六榕寺梅三开度，铁禅和尚以折枝插铜瓶，属吴君筠生画粉本相赠，为赋念奴娇一阕。","当代","徐绍桢","水缣乍展，讶暗香浮动，醉人心魄。几朵疏花和嫩叶。写出柔情如织，想汝平生，严风素雪。受尽天磨折，如何不悔，再三来傍寒月。知否和靖未回，广平早去，知己良难觅。却有画师禅客在，为汝生天解脱。折入铜瓶，摹成粉本，好历人间劫。从今悟了，化身应有万叠。","Werneror",""
"鹧鸪天 步陆放翁原韵，但反其意而用之，寄呈子民兄以博一笑","当代","胡风","谪住偏街闹市间。有门无客昼常关。曾经沧海难为水，除却昆仑懒访山。由暮落，任宵残。笑搔白首当童颜。十年已醒痴情梦，扫地栽花好赋闲。","Werneror",""
"临江仙二首·步东坡原韵，但反其意而用之，待寄呈子民兄，以博一笑 其一","当代","胡风","坐地观天朝复暮，由它岁月潜更。杜鹃声罢夜莺鸣。催耕还忆苦，总是有情声。剩得此身皆我有，无军岂怕偷营。安居脚懒一心平。寄语圣郡守，不必怕逃生。","Werneror",""
"临江仙二首·步东坡原韵，但反其意而用之，待寄呈子民兄，以博一笑 其二","当代","胡风","见色闻风真热闹，纷纷旧革新更。轰轰鼓响又锣鸣。童颜将鹤发，大发斗争声。可叹此身虽我有，公营竟像私营。无余有缺价难平。囚薪元五十，还得自谋生。","Werneror",""
"卖花声 为访华日本女作家有吉佐和子书扇","当代","冰心","忆我访扶桑。椿树山庄。欢迎会上互飞觞。淡素衣裳灯彩里，玉润珠光。何事最难忘。热血柔肠。纵谈广岛泪双行。者是论交开始地，春雨镰仓。","Werneror",""
"画堂春 天安门前迎接国庆十三周年","当代","乐时鸣","东风晓色上城楼。朝阳照遍神州。庄严宣告震寰球。基奠千秋。勤苦三年恢复，艰辛十载欢忧。喜传今岁可丰收。旗舞龙游。","Werneror",""
"卜算子 乞食之人，讵敢以咏桑间濮上之篇，然亦有某姓处子，即而复离者，予悲不自胜，为填卜算子词云","当代","郑子瑜","我画赛秋蛇，君画寻春字。共看飞云隔一天，寻出离离句。几度误佳期，却把佳期记。客里寒梅又落花，楼外丝丝雨。","Werneror",""
"梁州·时黄子伯虔，有种玉之喜，予填梁州一阕，以亹之","当代","郑子瑜","一双红豆一双人。各自亲亲。满堂喧笑鼓金錞。欢无竣，应是百年身。鸿轩集鹬平生事，但兴亡大计临津。笔当刀，喉高唱，把夷氛扫，休惜眼前春。","Werneror",""
"水龙吟 和选堂羁法中部高山区所填词，用陈同甫韵","当代","郑子瑜","故姬别后推迁，百家尽涉风轻软。红须碧眼，桃娇李嫩，墨缘深浅。假日登高，水龙吟罢，人间春暖。念香江舍斧，簪龙谁赏，却又作，回归燕。寂寞危栏意远。恨年年、似天边雁。鸿轩把臂，槐厅论字，如烟消散。歌管频吹，柳枝垂泪，试题红怨。叹文章覆瓿，名山事业，梦随枫断。","Werneror",""
"太平欢 喜颂北京和平解放九周年纪念日","当代","李济深","当年今日，看红旗、升上天安门阙。摧毁千年封建垒，兵刃未沾点血。箪食壶浆，秧歌腰鼓，霄汉欢呼彻。风从遐迩，和平功昭前列。喜自奠定邦基，人民民主，创造新中国。勃勃东方新气象，岁岁河山增色。琼岛春融，金台日丽，宏拓升平业。同声歌颂，神京昌盛无极。","Werneror",""
"意难忘 孙中山先生九二诞辰纪念，并告台湾军民同胞而作。","当代","李济深","功业嵯峨，扫千年帝制，缔造共和。远见倡联共，先觉定师俄。公天下，永不磨，历几许蹉跎。纵赍志，身前宏愿，今胜多多。光辉节日才过，值诞辰九二，纪念当歌。和平阵营壮，慑伏战争魔。谋统一，化干戈，爱国信无它。冀相趁，东风优势，完整山河。","Werneror",""
"减字木兰花 侍夏承焘夫子踏雪杭州西湖白堤","当代","吴无闻","长筇短笛，啸傲湖山追白石。词问笺成，说与梅边旧月听。断桥西路，抱朴仙翁招手去。不是仙翁，冰雪孤山一老松。","Werneror",""
"忆江南 千岛湖杂咏四首   其一 晴湖","当代","吴无闻","湖光好，千岛嵌珠玑。动荡微波迎晓日，巍峨高阁沐斜晖。岚翠染征衣。","Werneror",""
"忆江南 千岛湖杂咏四首   其二 雨湖","当代","吴无闻","潜龙醒，鳞爪出云间。一自奔腾离窟宅。新安江上卷狂澜。泼墨雨中山。","Werneror",""
"贺新凉  戊辰五月十二日奉安先夫子夏承焘灵骨于千岛湖山墓地","当代","吴无闻","幽绝湖堤路。最关情、轻梳白羽，一行鸥鹭。飘渺闲云羡峰顶，似有仙槎来去。拍手招、词翁同住。千岛回环拱一墓，荡晴波、万倾涵丛树。春不老，人千古。平生兴在林泉处。记流连、西湖北雁，竹筇麻屦。唤取桐君与严叟，还有南邻神姥。共商酌、诗词隽句。我有离愁如絮乱，任天风、吹梦成烟雾。鹃语咽，四山暮。","Werneror",""
"虞美人 偕苏渊雷、徐堇侯自净名谷往灵岩","当代","吴鹭山","屏霞嶂下猿啼曙，招此投闲侣。看峰看瀑总腾腾，始信清时有味是无能。雨馀溪涨葡萄绿，沿路鸣琴筑。筇边得句正难名，却喜听诗一叟巧相迎。","Werneror",""
"鹊踏枝 邕市送春， 屡欲游合浦， 未果行。 百无聊赖， 其一 时将还京","当代","陈迩冬","作雨作雷三月暮。春去匆匆，零落红繁蕗。邕水斜阳飞鸟渡，湿云垂处天涯路。初服初心都未负。何日纶竿，来拂珊瑚树。试荐新盘搜夏圃，赖瓜味胜秋荼苦。","Werneror",""
"鹊踏枝 邕市送春， 屡欲游合浦， 未果行。 百无聊赖， 其二 时将还京","当代","陈迩冬","陌上花开歌缓缓。我马虺隤，应是归时晚。好约迟来浑已惯，南溟闲看春云展。苍狗白衣终易散。毕竟斜阳，更比朝阳幻。千里婵娟沧海伴，徘徊天烛怜光满。","Werneror",""
